Player,Season,Age,Tm,Lg,G,MP,GS,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All NBA
Danny Green\greenda02,2016-17,29,SAS,NBA,68,1807,68,10.1,0.693,0.071,2.0,11.8,7.0,9.6,2.0,2.6,14.1,13.5,103,104,0.4,3.0,3.4,0.09,-1.0,1.9,0.8,1.3,0
Anthony Morrow\morroan01,2014-15,29,OKC,NBA,74,1806,0,14.8,0.528,0.145,2.4,9.1,5.8,5.2,1.5,0.5,5.5,16.5,124,108,4.4,1.2,5.7,0.151,1.9,-0.1,1.8,1.7,0
Brandon Jennings\jennibr01,2016-17,27,TOT,NBA,81,1802,13,12.1,0.47100000000000003,0.284,1.8,10.1,5.9,30.4,1.9,0.2,17.5,17.6,104,113,0.7,1.0,1.7,0.046,-1.2,-1.2,-2.4,-0.2,0
Landry Shamet\shamela01,2018-19,21,TOT,NBA,79,1802,27,11.0,0.711,0.16699999999999998,1.3,6.4,3.9,9.0,1.0,0.4,7.0,15.0,120,115,2.7,0.9,3.6,0.095,-0.3,-1.3,-1.6,0.2,0
Amir Johnson\johnsam01,2015-16,28,BOS,NBA,79,1800,76,16.0,0.10099999999999999,0.284,10.3,19.6,14.9,11.4,1.4,3.6,16.4,13.6,117,102,3.0,2.9,5.9,0.158,-0.4,1.6,1.2,1.4,0
Marcus Morris\morrima03,2013-14,24,PHO,NBA,82,1800,1,14.8,0.39899999999999997,0.244,5.2,14.6,9.9,7.6,2.0,0.8,11.6,19.9,109,107,2.3,1.8,4.2,0.111,0.6,-0.1,0.5,1.1,0
Anderson Varejão\varejan01,2013-14,31,CLE,NBA,65,1800,29,17.0,0.015,0.294,11.4,28.2,19.6,12.2,2.0,1.8,12.2,14.6,114,103,2.7,2.7,5.4,0.14400000000000002,0.3,1.1,1.4,1.6,0
Vince Carter\cartevi01,2016-17,40,MEM,NBA,73,1799,15,11.7,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,112,108,1.9,2.1,4.0,0.106,-0.3,1.1,0.8,1.3,0
Chandler Parsons\parsoch01,2015-16,27,DAL,NBA,61,1799,51,16.2,0.386,0.209,1.8,15.6,8.7,16.0,1.3,1.0,11.8,20.5,110,108,2.6,1.6,4.3,0.114,1.8,0.2,2.0,1.8,0
Draymond Green\greendr01,2013-14,23,GSW,NBA,82,1797,12,12.7,0.359,0.268,5.3,19.3,12.4,11.9,2.8,3.0,15.1,14.8,102,98,0.7,3.8,4.5,0.11900000000000001,-1.7,3.6,1.9,1.8,0
Larry Nance\nancela02,2018-19,26,CLE,NBA,67,1795,30,18.6,0.205,0.28,10.0,24.9,17.1,17.8,2.8,1.9,15.3,15.5,120,112,3.3,1.6,4.9,0.131,1.0,1.4,2.4,2.0,0
Quincy Pondexter\pondequ01,2014-15,26,TOT,NBA,75,1793,30,9.9,0.546,0.215,3.4,9.0,6.2,7.7,0.6,1.0,9.4,13.8,112,110,2.1,0.8,2.9,0.078,-1.1,-1.0,-2.1,0.0,0
Bismack Biyombo\biyombi01,2016-17,24,ORL,NBA,81,1793,27,12.2,0.0,0.69,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,106,108,0.8,2.1,2.9,0.077,-3.4,0.2,-3.2,-0.6,0
Dwyane Wade\wadedw01,2016-17,35,CHI,NBA,60,1792,59,18.5,0.152,0.294,3.8,12.6,8.1,22.3,2.4,1.8,11.3,29.6,103,106,0.9,2.5,3.4,0.09,1.6,0.9,2.5,2.1,0
Terry Rozier\roziete01,2018-19,24,BOS,NBA,79,1791,14,12.9,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,106,108,0.9,2.3,3.2,0.086,-0.7,0.5,-0.2,0.8,0
Danny Green\greenda02,2017-18,30,SAS,NBA,70,1791,60,11.4,0.57,0.11599999999999999,2.5,13.0,7.7,8.9,1.8,3.7,11.2,16.6,100,104,0.1,2.9,2.9,0.078,-1.0,1.4,0.4,1.1,0
Marc Gasol\gasolma01,2015-16,31,MEM,NBA,52,1791,52,17.7,0.004,0.34700000000000003,3.5,20.2,11.5,18.9,1.4,3.6,12.7,23.4,105,106,1.8,1.9,3.7,0.098,0.8,0.9,1.7,1.7,0
Kent Bazemore\bazemke01,2017-18,28,ATL,NBA,65,1789,65,14.5,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,101,108,0.2,2.0,2.2,0.059000000000000004,-0.4,1.0,0.6,1.2,0
Jason Maxiell\maxieja01,2012-13,29,DET,NBA,72,1789,71,11.3,0.0,0.317,8.5,18.0,13.2,4.7,0.9,4.2,13.5,15.3,98,107,0.1,1.7,1.8,0.047,-3.3,-0.1,-3.4,-0.6,0
Nemanja Bjelica\bjeline01,2018-19,30,SAC,NBA,77,1788,70,15.4,0.433,0.155,7.0,18.8,12.8,11.1,1.4,2.7,11.5,16.5,117,110,2.7,1.9,4.5,0.122,0.4,0.5,0.9,1.3,0
Derrick Favors\favorde01,2012-13,21,UTA,NBA,77,1787,8,17.5,0.009000000000000001,0.45799999999999996,11.9,24.0,17.9,6.8,2.0,5.7,15.9,20.6,104,101,1.5,2.9,4.4,0.11699999999999999,-1.6,1.1,-0.5,0.7,0
Luc Mbah a Moute\mbahalu01,2016-17,30,LAC,NBA,80,1787,76,10.2,0.29100000000000004,0.23,2.8,7.7,5.3,3.1,2.3,1.6,10.0,11.6,111,109,1.3,1.8,3.1,0.084,-1.6,1.3,-0.2,0.8,0
Shane Battier\battish01,2012-13,34,MIA,NBA,72,1786,20,10.7,0.873,0.105,2.7,8.4,5.7,5.7,1.2,2.5,8.2,11.0,122,107,2.8,1.6,4.4,0.11900000000000001,0.9,0.1,1.0,1.4,0
Zach Randolph\randoza01,2016-17,35,MEM,NBA,73,1786,5,18.5,0.098,0.2,11.3,27.4,19.2,13.5,1.1,0.5,8.6,29.2,103,106,0.8,2.4,3.2,0.086,1.0,-1.6,-0.5,0.7,0
John Collins\collijo01,2017-18,20,ATL,NBA,74,1785,26,18.3,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,117,108,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8,0
Jason Smith\smithja02,2014-15,28,NYK,NBA,82,1785,31,12.0,0.071,0.258,6.2,15.0,10.5,13.5,0.9,2.1,13.6,19.7,99,111,0.5,0.7,1.2,0.032,-2.4,-1.4,-3.8,-0.8,0
Dorell Wright\wrighdo01,2012-13,27,PHI,NBA,79,1783,8,16.0,0.603,0.235,2.6,17.0,9.6,13.1,1.8,1.5,8.8,18.7,112,105,2.8,2.1,4.9,0.132,1.9,0.6,2.6,2.1,0
Gary Harris\harriga01,2016-17,22,DEN,NBA,57,1782,56,16.5,0.4,0.21,3.0,8.0,5.5,13.6,1.9,0.3,9.8,18.4,121,114,3.9,0.7,4.6,0.124,1.5,-0.9,0.7,1.2,0
Lonzo Ball\balllo01,2017-18,20,LAL,NBA,52,1780,50,12.5,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,97,106,-0.5,2.5,2.0,0.053,-0.7,1.6,1.0,1.3,0
Greivis Vásquez\vasqugr01,2013-14,27,TOT,NBA,79,1779,23,14.1,0.439,0.16399999999999998,1.3,10.0,5.6,30.4,0.9,0.2,15.4,21.1,108,110,2.4,1.2,3.6,0.09699999999999999,1.1,-1.5,-0.4,0.7,0
Kelly Olynyk\olynyke01,2017-18,26,MIA,NBA,76,1779,22,17.8,0.44,0.27399999999999997,5.6,21.6,13.6,18.7,1.7,1.7,17.1,21.7,112,105,2.8,2.7,5.5,0.14800000000000002,1.1,1.2,2.3,1.9,0
Chris Bosh\boshch01,2015-16,31,MIA,NBA,53,1778,53,20.2,0.289,0.349,3.2,21.1,12.4,12.1,1.0,1.5,8.1,24.7,114,104,4.1,2.3,6.4,0.172,3.6,0.5,4.0,2.7,0
Marco Belinelli\belinma01,2016-17,30,CHO,NBA,74,1778,0,13.3,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,110,112,2.0,1.2,3.2,0.087,-0.6,-0.5,-1.1,0.4,0
Matt Barnes\barnema02,2016-17,36,TOT,NBA,74,1777,18,10.3,0.556,0.188,4.6,19.7,12.3,15.7,1.3,1.3,17.3,15.6,102,109,0.3,1.7,2.0,0.053,-1.7,0.3,-1.4,0.3,0
C.J. Miles\milescj01,2016-17,29,IND,NBA,76,1776,29,13.8,0.632,0.14400000000000002,1.9,12.4,7.2,4.1,1.3,1.2,5.5,18.4,115,111,2.7,1.4,4.0,0.109,1.2,-0.7,0.5,1.1,0
Hollis Thompson\thompho01,2014-15,23,PHI,NBA,71,1776,23,10.9,0.529,0.16399999999999998,3.1,9.3,6.0,8.4,1.6,1.2,10.2,15.9,105,108,1.3,1.3,2.6,0.07,-1.6,-0.3,-1.8,0.1,0
Patrick Patterson\pattepa01,2012-13,23,TOT,NBA,71,1775,41,15.2,0.212,0.10099999999999999,7.2,14.4,10.8,7.5,0.9,1.7,8.6,17.6,114,110,3.1,1.0,4.1,0.111,0.9,-0.9,-0.1,0.9,0
Dwyane Wade\wadedw01,2013-14,32,MIA,NBA,54,1775,53,22.0,0.042,0.33899999999999997,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,110,106,3.5,2.0,5.5,0.149,2.9,0.0,2.9,2.2,0
Cody Zeller\zelleco01,2015-16,23,CHO,NBA,73,1774,60,16.1,0.023,0.531,8.4,19.7,14.0,6.3,1.6,2.9,11.2,15.4,119,102,3.6,2.7,6.3,0.16899999999999998,-1.1,1.0,-0.1,0.9,0
Al-Farouq Aminu\aminual01,2016-17,26,POR,NBA,61,1773,25,11.3,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,100,108,-0.1,2.0,1.9,0.051,-1.4,0.4,-1.1,0.4,0
Alan Anderson\anderal01,2013-14,31,BRK,NBA,78,1773,26,9.5,0.511,0.243,2.7,9.1,5.9,7.3,1.4,0.5,10.4,15.9,103,111,0.8,0.9,1.7,0.047,-1.8,-1.0,-2.8,-0.4,0
Steven Adams\adamsst01,2014-15,21,OKC,NBA,70,1771,67,14.1,0.005,0.514,12.2,19.3,15.8,5.5,1.1,3.8,16.8,14.3,108,104,1.9,2.2,4.1,0.111,-1.5,0.2,-1.3,0.3,0
Timofey Mozgov\mozgoti01,2013-14,27,DEN,NBA,82,1770,30,16.7,0.044000000000000004,0.47700000000000004,10.4,21.9,16.1,5.5,0.7,4.2,15.6,18.8,111,106,2.6,1.9,4.5,0.12300000000000001,-0.9,0.0,-0.8,0.5,0
Andrew Bogut\bogutan01,2013-14,29,GSW,NBA,67,1769,67,17.0,0.0,0.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,115,96,2.4,4.0,6.5,0.17600000000000002,-0.2,3.2,3.0,2.2,0
Doug McDermott\mcderdo01,2017-18,26,TOT,NBA,81,1768,4,10.4,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15.0,111,115,1.7,0.6,2.3,0.063,-1.0,-1.3,-2.2,-0.1,0
Derrick Favors\favorde01,2018-19,27,UTA,NBA,76,1766,70,21.8,0.126,0.368,12.9,21.3,17.2,8.0,1.5,4.8,10.5,19.4,124,103,4.4,3.5,7.9,0.215,1.8,1.5,3.3,2.4,0
Jerryd Bayless\bayleje01,2012-13,24,MEM,NBA,80,1765,4,13.5,0.324,0.196,1.4,10.5,5.9,24.9,1.8,0.8,15.1,20.8,104,103,1.5,2.5,4.0,0.10800000000000001,-0.6,0.7,0.1,1.0,0
Tony Wroten\wroteto01,2013-14,20,PHI,NBA,72,1765,16,12.9,0.233,0.40299999999999997,4.1,10.1,7.0,20.9,2.1,0.7,17.7,27.7,92,111,-1.8,0.9,-0.9,-0.025,-1.9,-1.8,-3.7,-0.7,0
Jamal Murray\murraja01,2016-17,19,DEN,NBA,82,1764,10,11.9,0.47100000000000003,0.16399999999999998,2.6,10.7,6.7,14.0,1.4,1.1,12.6,21.6,103,114,0.6,0.7,1.3,0.037000000000000005,-0.6,-1.4,-2.0,0.0,0
Kirk Hinrich\hinriki01,2012-13,32,CHI,NBA,60,1764,60,10.8,0.431,0.23199999999999998,1.0,9.3,5.1,27.5,1.9,1.1,17.5,14.7,103,105,1.0,2.1,3.1,0.085,-2.0,1.2,-0.9,0.5,0
Mike Conley\conlemi01,2015-16,28,MEM,NBA,56,1761,56,19.4,0.309,0.32899999999999996,1.6,9.3,5.3,32.7,2.0,0.8,9.5,22.4,115,110,4.2,1.1,5.3,0.145,3.5,-0.5,3.0,2.2,0
Rondae Hollis-Jefferson\holliro01,2016-17,22,BRK,NBA,78,1761,50,13.7,0.124,0.467,5.8,21.1,13.6,13.4,2.2,1.9,15.1,18.7,102,107,0.4,2.2,2.6,0.07,-2.2,0.9,-1.3,0.3,0
D.J. Augustin\augusdj01,2017-18,30,ORL,NBA,75,1760,36,15.4,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,116,114,3.3,0.8,4.1,0.11,1.0,-1.2,-0.2,0.8,0
Brandon Ingram\ingrabr01,2018-19,21,LAL,NBA,52,1760,52,13.4,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,104,112,0.6,1.4,2.0,0.055,-1.3,-0.7,-2.0,0.0,0
Fred VanVleet\vanvlfr01,2018-19,24,TOR,NBA,64,1760,28,13.7,0.493,0.192,1.3,8.7,5.1,23.9,1.6,0.9,11.2,17.9,114,110,2.4,1.9,4.3,0.11699999999999999,0.4,0.1,0.5,1.1,0
Thabo Sefolosha\sefolth01,2015-16,31,ATL,NBA,75,1758,11,12.4,0.33299999999999996,0.266,3.3,17.1,10.4,8.8,2.4,1.7,14.1,12.3,108,100,1.3,3.2,4.5,0.122,-1.5,2.3,0.8,1.3,0
Darius Miller\milleda01,2018-19,28,NOP,NBA,69,1757,15,8.4,0.752,0.147,0.8,6.6,3.8,10.4,1.1,1.1,10.3,13.4,110,116,1.1,0.6,1.6,0.045,-2.1,-0.8,-2.9,-0.4,0
Josh Okogie\okogijo01,2018-19,20,MIN,NBA,74,1757,52,9.4,0.423,0.319,2.5,10.9,6.6,6.9,2.4,1.6,9.8,15.4,101,113,-0.1,1.4,1.2,0.034,-3.5,0.4,-3.1,-0.5,0
Anthony Tolliver\tollian01,2017-18,32,DET,NBA,79,1757,14,13.9,0.773,0.282,3.1,12.3,7.6,7.5,0.9,1.1,9.9,14.8,126,110,3.8,1.5,5.3,0.146,1.2,-0.3,0.9,1.3,0
Dion Waiters\waitedi01,2012-13,21,CLE,NBA,61,1756,48,13.7,0.249,0.261,1.4,8.8,4.9,18.4,1.7,0.7,11.8,26.1,99,111,0.3,0.6,0.9,0.026000000000000002,-0.4,-1.8,-2.1,-0.1,0
Trevor Booker\booketr01,2016-17,29,BRK,NBA,71,1754,43,15.7,0.132,0.18600000000000003,8.7,25.5,17.2,12.9,2.0,1.2,16.6,18.7,105,107,1.0,2.2,3.1,0.086,-0.9,0.3,-0.6,0.6,0
Sean Kilpatrick\kilpase01,2016-17,27,BRK,NBA,70,1754,24,13.1,0.419,0.32899999999999996,1.3,15.4,8.4,14.6,1.2,0.3,13.8,23.8,102,112,0.4,1.1,1.4,0.04,-0.9,-1.4,-2.3,-0.1,0
Patty Mills\millspa02,2016-17,28,SAS,NBA,80,1754,8,15.2,0.5720000000000001,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,114,107,2.9,2.2,5.1,0.139,1.4,0.2,1.6,1.6,0
Kyle Korver\korveky01,2016-17,35,TOT,NBA,67,1753,22,12.1,0.6970000000000001,0.08199999999999999,0.5,11.0,5.8,9.4,1.0,1.0,11.5,15.2,116,111,2.3,1.3,3.7,0.1,0.5,-0.5,0.0,0.9,0
Shane Larkin\larkish01,2015-16,23,BRK,NBA,78,1751,17,13.3,0.215,0.213,1.8,9.9,5.8,29.3,2.7,0.6,21.0,17.7,100,110,0.5,1.0,1.4,0.039,-1.6,-0.4,-2.0,0.0,0
Patrick Beverley\beverpa01,2013-14,25,HOU,NBA,56,1751,55,12.4,0.53,0.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,115,108,2.7,1.6,4.2,0.11599999999999999,-0.3,0.9,0.6,1.2,0
Terrence Ross\rosste01,2015-16,24,TOR,NBA,73,1747,7,12.9,0.542,0.099,1.4,10.6,6.1,5.3,1.6,1.2,6.6,18.2,110,107,2.1,1.6,3.6,0.1,0.6,-0.3,0.3,1.0,0
Bradley Beal\bealbr01,2012-13,19,WAS,NBA,56,1745,46,13.6,0.344,0.231,2.7,10.8,6.7,13.7,1.5,1.3,10.6,22.2,102,105,1.0,2.0,3.0,0.08199999999999999,0.0,0.2,0.2,1.0,0
Langston Galloway\gallola01,2018-19,27,DET,NBA,80,1745,4,10.7,0.647,0.16399999999999998,3.0,7.9,5.4,7.3,1.0,0.4,3.7,16.1,115,113,2.1,1.3,3.4,0.094,-0.9,-0.6,-1.5,0.2,0
Alan Anderson\anderal01,2014-15,32,BRK,NBA,74,1744,19,10.6,0.47700000000000004,0.23,2.0,11.1,6.6,7.2,1.7,0.2,11.0,14.2,109,109,1.7,1.1,2.7,0.075,-1.7,0.2,-1.5,0.2,0
Marquese Chriss\chrisma01,2016-17,19,PHO,NBA,82,1743,75,12.3,0.354,0.28600000000000003,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,102,110,0.3,1.5,1.8,0.05,-2.2,-0.1,-2.2,-0.1,0
Dejounte Murray\murrade01,2017-18,21,SAS,NBA,81,1743,48,15.1,0.055999999999999994,0.243,7.0,22.4,14.6,20.2,2.8,1.5,16.6,20.7,99,101,-0.2,3.4,3.2,0.087,-1.6,2.2,0.5,1.1,0
Mason Plumlee\plumlma01,2014-15,24,BRK,NBA,82,1743,45,18.0,0.006,0.648,11.3,21.6,16.5,7.0,1.9,2.9,14.4,19.2,109,103,2.5,2.3,4.8,0.131,-0.2,0.3,0.1,0.9,0
Kyle Singler\singlky01,2014-15,26,TOT,NBA,80,1743,58,8.5,0.54,0.11699999999999999,2.0,10.2,6.0,7.3,1.4,1.0,10.5,13.2,104,109,0.9,1.2,2.0,0.055999999999999994,-2.1,0.0,-2.1,0.0,0
Hollis Thompson\thompho01,2013-14,22,PHI,NBA,77,1742,41,9.5,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,110,112,1.4,0.6,2.0,0.055,-2.1,-1.0,-3.2,-0.5,0
Marcus Thornton\thornma01,2013-14,26,TOT,NBA,72,1741,27,12.0,0.495,0.175,3.7,9.4,6.6,7.3,1.7,0.5,8.9,19.7,103,110,1.0,1.0,2.0,0.055,-0.4,-1.1,-1.5,0.2,0
Matt Barnes\barnema02,2013-14,33,LAC,NBA,63,1735,40,12.0,0.537,0.171,4.0,14.4,9.3,10.6,1.6,1.2,13.0,16.6,107,106,1.5,2.0,3.5,0.09699999999999999,-0.4,0.2,-0.2,0.8,0
Brook Lopez\lopezbr01,2017-18,29,LAL,NBA,74,1735,72,16.5,0.41,0.19899999999999998,4.6,13.4,9.0,11.6,0.8,4.6,10.2,23.5,108,108,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3,0
Nikola Jokić\jokicni01,2015-16,20,DEN,NBA,80,1733,55,21.5,0.14,0.317,11.4,24.7,17.9,18.1,2.3,2.3,13.2,19.9,118,104,4.5,2.2,6.7,0.185,2.6,1.3,3.9,2.6,0
Reggie Bullock\bullore01,2017-18,26,DET,NBA,62,1732,52,13.6,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,118,110,2.8,1.4,4.2,0.11699999999999999,0.7,0.0,0.7,1.2,0
Ty Lawson\lawsoty01,2016-17,29,SAC,NBA,69,1732,24,15.4,0.226,0.41600000000000004,3.0,8.9,6.0,29.9,2.2,0.3,17.3,19.5,110,113,2.2,1.0,3.2,0.08800000000000001,-0.2,-0.8,-1.0,0.4,0
Andre Iguodala\iguodan01,2015-16,32,GSW,NBA,65,1732,1,12.2,0.418,0.226,3.4,12.4,8.2,16.3,2.0,0.8,16.3,12.1,115,105,2.3,2.1,4.4,0.122,-0.2,1.3,1.1,1.4,0
Tyler Zeller\zellety01,2014-15,25,BOS,NBA,82,1731,59,18.9,0.0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,119,105,4.5,2.0,6.5,0.179,1.0,0.0,0.9,1.3,0
Mason Plumlee\plumlma01,2018-19,28,DEN,NBA,82,1731,17,17.8,0.023,0.44799999999999995,10.3,22.5,16.4,19.5,1.9,3.9,19.2,16.2,117,105,2.9,2.9,5.8,0.16,-0.5,2.6,2.1,1.8,0
Zaza Pachulia\pachuza01,2014-15,30,MIL,NBA,73,1730,45,15.6,0.006,0.302,13.1,19.9,16.5,16.2,2.4,1.0,18.2,19.1,103,100,1.3,2.9,4.2,0.11599999999999999,-0.4,0.8,0.4,1.0,0
Jared Dudley\dudleja01,2013-14,28,LAC,NBA,74,1729,43,8.9,0.503,0.13,2.4,7.7,5.1,8.6,1.2,0.4,10.6,13.5,107,109,1.2,1.2,2.4,0.068,-1.4,-0.1,-1.5,0.2,0
Ersan İlyasova\ilyaser01,2017-18,30,TOT,NBA,69,1729,43,14.9,0.413,0.22,7.6,18.0,12.9,7.9,1.7,1.3,9.7,18.7,111,108,2.2,1.9,4.0,0.11199999999999999,-0.2,-0.4,-0.6,0.6,0
Derrick White\whitede01,2018-19,24,SAS,NBA,67,1728,55,14.8,0.262,0.22699999999999998,2.2,13.3,7.8,21.0,1.9,2.3,14.0,17.7,111,110,1.7,1.9,3.6,0.10099999999999999,-0.4,1.3,0.9,1.3,0
Garrett Temple\templga01,2016-17,30,SAC,NBA,65,1728,21,11.2,0.509,0.171,2.2,10.1,6.2,14.4,2.5,1.5,14.4,14.2,106,111,0.9,1.3,2.2,0.061,-1.5,0.8,-0.8,0.5,0
Jabari Parker\parkeja01,2016-17,21,MIL,NBA,51,1728,50,19.1,0.21899999999999997,0.268,5.4,15.7,10.6,14.3,1.5,1.1,9.3,26.5,110,110,2.6,1.5,4.0,0.11199999999999999,2.1,-1.4,0.7,1.2,0
Patrick Beverley\beverpa01,2014-15,26,HOU,NBA,56,1727,55,11.3,0.607,0.113,4.3,10.8,7.6,17.2,1.7,1.0,12.9,16.1,107,106,1.7,1.8,3.5,0.096,-0.4,0.5,0.1,0.9,0
Jonas Valančiūnas\valanjo01,2017-18,25,TOR,NBA,77,1727,77,22.5,0.10800000000000001,0.307,12.1,30.3,21.4,7.5,0.8,3.2,12.9,22.7,120,103,4.6,3.0,7.6,0.21,2.4,0.0,2.4,1.9,0
Marvin Williams\willima02,2012-13,26,UTA,NBA,73,1727,51,10.9,0.353,0.21100000000000002,3.7,14.3,8.9,6.9,1.1,1.7,10.5,15.1,105,109,1.1,1.1,2.3,0.063,-0.8,-0.4,-1.2,0.4,0
John Salmons\salmojo01,2013-14,34,TOT,NBA,78,1726,8,7.8,0.395,0.126,1.3,9.6,5.5,12.8,1.4,0.9,11.0,12.8,100,108,0.2,1.4,1.7,0.046,-2.5,0.5,-1.9,0.0,0
Isaiah Thomas\thomais02,2014-15,25,TOT,NBA,67,1726,1,20.6,0.434,0.43700000000000006,2.1,7.7,4.9,27.2,1.6,0.2,13.1,27.8,114,109,5.0,1.1,6.1,0.16899999999999998,4.1,-0.9,3.2,2.3,0
Marcus Thornton\thornma01,2012-13,25,SAC,NBA,72,1726,8,16.3,0.49,0.163,3.2,9.0,6.0,9.0,1.8,0.2,7.6,23.1,111,114,3.1,0.1,3.2,0.08900000000000001,2.3,-2.0,0.3,1.0,0
Ryan Anderson\anderry01,2017-18,29,HOU,NBA,66,1725,50,12.6,0.706,0.19399999999999998,6.2,15.4,10.8,5.1,0.7,1.0,7.5,14.4,121,109,3.1,1.7,4.8,0.132,0.9,-0.8,0.1,0.9,0
Cody Zeller\zelleco01,2016-17,24,CHO,NBA,62,1725,58,16.7,0.002,0.442,8.6,17.3,12.9,9.1,1.8,3.0,10.9,15.5,121,107,3.4,2.2,5.6,0.157,-0.9,1.1,0.2,1.0,0
Jabari Parker\parkeja01,2018-19,23,TOT,NBA,64,1724,17,15.5,0.26,0.24600000000000002,4.9,21.8,13.3,14.1,1.3,1.5,15.4,24.6,102,113,0.1,1.3,1.4,0.039,-0.7,-0.9,-1.5,0.2,0
Noah Vonleh\vonleno01,2018-19,23,NYK,NBA,68,1722,57,13.9,0.311,0.355,6.7,25.8,16.0,11.1,1.3,2.5,14.7,14.8,111,111,1.5,1.7,3.2,0.09,-1.2,0.5,-0.7,0.6,0
Enes Kanter\kanteen01,2015-16,23,OKC,NBA,82,1721,1,24.0,0.028999999999999998,0.349,16.7,24.9,21.0,3.1,0.7,1.5,12.2,23.4,123,105,6.0,2.1,8.1,0.226,3.3,-2.1,1.2,1.4,0
Kevin Séraphin\serapke01,2012-13,23,WAS,NBA,79,1721,8,10.3,0.0,0.12300000000000001,6.8,15.5,11.1,6.1,0.7,2.7,14.7,23.5,89,104,-2.1,2.2,0.1,0.004,-4.9,-0.7,-5.5,-1.5,0
Jared Dudley\dudleja01,2014-15,29,MIL,NBA,72,1717,22,12.3,0.45399999999999996,0.158,3.0,11.6,7.3,11.5,2.1,0.5,12.1,13.5,112,104,2.0,2.1,4.1,0.11599999999999999,-0.5,1.0,0.6,1.1,0
Jerryd Bayless\bayleje01,2014-15,26,MIL,NBA,77,1717,4,11.1,0.233,0.266,1.5,12.5,7.0,21.0,1.8,0.6,18.8,18.6,99,104,0.3,2.0,2.4,0.066,-2.5,0.4,-2.1,0.0,0
Josh Hart\hartjo01,2018-19,23,LAL,NBA,67,1715,22,9.3,0.591,0.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,103,110,0.2,1.9,2.1,0.059000000000000004,-2.3,1.0,-1.3,0.3,0
J.J. Barea\bareajo01,2012-13,28,MIN,NBA,74,1713,2,14.1,0.369,0.177,2.2,11.9,6.9,30.6,1.0,0.0,15.1,25.1,101,109,0.8,1.0,1.9,0.053,0.7,-1.3,-0.6,0.6,0
Jordan Crawford\crawfjo02,2012-13,24,TOT,NBA,70,1709,14,13.8,0.33899999999999997,0.21899999999999997,2.9,10.9,6.9,23.5,1.2,0.3,15.1,25.3,98,106,0.2,1.7,1.9,0.052000000000000005,0.3,-1.1,-0.9,0.5,0
Boris Diaw\diawbo01,2012-13,30,SAS,NBA,75,1709,20,11.9,0.235,0.196,4.7,12.0,8.6,15.0,1.6,1.1,18.9,12.0,113,103,2.2,2.3,4.4,0.124,-0.7,1.5,0.8,1.2,0
Bradley Beal\bealbr01,2015-16,22,WAS,NBA,55,1708,35,15.5,0.33899999999999997,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,103,108,1.4,1.3,2.7,0.076,1.2,-0.9,0.3,1.0,0
Frank Kaminsky\kaminfr01,2015-16,22,CHO,NBA,81,1708,3,12.5,0.385,0.282,4.4,17.2,10.7,9.0,1.1,2.0,8.9,17.1,105,105,1.2,2.1,3.3,0.09300000000000001,-1.0,0.2,-0.8,0.5,0
Mike Miller\millemi01,2013-14,33,MEM,NBA,82,1707,4,12.5,0.526,0.126,2.1,12.3,7.2,11.5,0.8,0.2,14.1,14.7,115,109,2.6,1.4,3.9,0.111,0.7,-0.3,0.4,1.0,0
T.J. McConnell\mccontj01,2017-18,25,PHI,NBA,76,1706,1,12.5,0.147,0.09300000000000001,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,109,105,1.3,2.5,3.8,0.10800000000000001,-1.9,1.9,0.0,0.9,0
