Player,Season,Age,Tm,Lg,G,MP,GS,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,All NBA
Frank Ntilikina\ntilila01,2017-18,19,NYK,NBA,78,1706,9,7.0,0.314,0.136,2.4,9.1,5.8,20.0,1.9,0.9,19.8,16.9,89,112,-2.0,1.1,-0.9,-0.026000000000000002,-4.5,-0.5,-5.0,-1.3,0
Will Barton\bartowi01,2016-17,26,DEN,NBA,60,1705,19,15.5,0.353,0.285,3.8,12.9,8.4,17.7,1.4,1.3,11.5,21.1,112,114,2.5,0.8,3.3,0.09300000000000001,1.2,-1.0,0.2,1.0,0
Rajon Rondo\rondora01,2017-18,31,NOP,NBA,65,1705,63,15.3,0.304,0.09300000000000001,2.0,14.2,8.4,42.2,2.0,0.5,22.7,16.9,109,109,1.9,1.7,3.6,0.10099999999999999,0.0,-0.4,-0.3,0.7,0
DeMarre Carroll\carrode01,2018-19,32,BRK,NBA,67,1703,8,12.1,0.539,0.42100000000000004,4.2,17.3,10.8,7.2,0.9,0.5,9.7,18.6,110,111,1.5,1.6,3.1,0.08800000000000001,-0.9,-0.6,-1.5,0.2,0
Jamal Crawford\crawfja01,2014-15,34,LAC,NBA,64,1703,4,16.6,0.434,0.3,1.2,6.9,4.1,14.9,1.8,0.7,8.8,27.6,106,109,2.5,1.2,3.6,0.102,1.9,-1.2,0.7,1.2,0
Raymond Felton\feltora01,2016-17,32,LAC,NBA,80,1700,11,10.9,0.28,0.125,2.2,11.9,7.2,16.3,1.9,1.1,13.3,16.5,101,109,0.2,1.8,1.9,0.055,-2.0,0.7,-1.3,0.3,0
Delon Wright\wrighde01,2018-19,26,TOT,NBA,75,1699,13,15.5,0.301,0.26899999999999996,4.4,12.8,8.6,21.6,2.5,1.6,11.0,18.1,112,107,1.9,2.4,4.3,0.121,0.1,1.4,1.5,1.5,0
O.J. Mayo\mayooj01,2014-15,27,MIL,NBA,71,1697,15,13.5,0.395,0.198,2.0,10.5,6.3,19.4,1.7,0.9,14.4,23.6,101,105,0.9,1.9,2.8,0.079,-0.2,-0.4,-0.6,0.6,0
Miles Bridges\bridgmi02,2018-19,20,CHO,NBA,80,1696,25,13.1,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,111,112,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5,0
Kenneth Faried\farieke01,2015-16,26,DEN,NBA,67,1694,64,21.0,0.003,0.355,15.1,23.0,19.0,8.1,0.9,2.9,11.2,21.0,116,107,4.0,1.5,5.5,0.156,1.7,-1.4,0.3,1.0,0
Nenê Hilário\hilarne01,2014-15,32,WAS,NBA,67,1693,58,14.3,0.008,0.336,5.7,17.0,11.5,12.0,2.0,1.0,15.2,21.8,100,102,0.5,2.5,3.0,0.086,-1.7,0.9,-0.8,0.5,0
Carlos Boozer\boozeca01,2014-15,33,LAL,NBA,71,1692,26,16.4,0.0,0.20199999999999999,7.0,25.2,15.7,10.3,1.2,0.6,10.2,23.7,102,109,1.2,1.0,2.2,0.062,-0.5,-1.2,-1.7,0.1,0
Taj Gibson\gibsota01,2014-15,29,CHI,NBA,62,1692,17,16.1,0.0,0.364,10.7,14.6,12.7,6.9,1.1,3.2,11.6,17.6,112,104,2.7,2.1,4.8,0.13699999999999998,-0.5,0.1,-0.4,0.7,0
Ricky Rubio\rubiori01,2012-13,22,MIN,NBA,57,1691,47,16.2,0.179,0.514,2.9,12.9,7.7,38.8,4.2,0.2,21.4,21.2,99,102,0.4,2.6,3.0,0.085,-0.8,1.9,1.1,1.3,0
Robin Lopez\lopezro01,2017-18,29,CHI,NBA,64,1690,64,14.7,0.022000000000000002,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,106,114,1.2,0.7,1.9,0.055,-0.9,-1.3,-2.2,-0.1,0
Carlos Delfino\delfica01,2012-13,30,HOU,NBA,67,1689,5,13.3,0.679,0.09,1.2,13.4,7.4,12.5,2.0,0.4,10.0,18.6,109,107,2.0,1.5,3.5,0.10099999999999999,1.1,0.3,1.4,1.5,0
Stanley Johnson\johnsst04,2015-16,19,DET,NBA,73,1687,6,8.7,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15.0,19.6,91,106,-1.3,1.9,0.6,0.018000000000000002,-3.5,0.2,-3.3,-0.5,0
Mirza Teletović\teletmi01,2015-16,30,PHO,NBA,79,1686,1,16.2,0.5920000000000001,0.19899999999999998,3.5,16.3,9.7,9.1,0.9,1.0,9.0,23.4,111,110,2.9,0.9,3.8,0.109,2.8,-1.4,1.3,1.4,0
Jerryd Bayless\bayleje01,2013-14,25,TOT,NBA,72,1686,19,12.0,0.344,0.191,1.5,8.6,5.0,18.5,1.9,0.4,10.9,20.1,103,109,1.1,1.3,2.4,0.069,-1.6,-0.2,-1.8,0.1,0
Taj Gibson\gibsota01,2018-19,33,MIN,NBA,70,1686,57,17.8,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,123,112,3.7,1.4,5.1,0.14400000000000002,0.3,-0.4,-0.1,0.8,0
Jerian Grant\grantje02,2017-18,25,CHI,NBA,74,1686,26,14.3,0.37200000000000005,0.374,1.9,9.3,5.5,30.1,1.8,0.4,13.2,17.4,112,112,2.3,1.0,3.3,0.094,-0.9,-0.5,-1.3,0.3,0
Devin Harris\harride01,2014-15,31,DAL,NBA,76,1685,3,14.8,0.508,0.309,0.8,8.0,4.4,20.4,2.3,0.7,12.5,18.0,113,108,2.9,1.3,4.2,0.12,0.6,0.8,1.4,1.4,0
Ed Davis\davised01,2015-16,26,POR,NBA,81,1684,0,18.7,0.0,0.605,14.4,24.2,19.3,7.7,1.7,3.3,13.0,12.7,128,104,4.4,2.3,6.7,0.192,1.0,0.9,1.9,1.6,0
Otto Porter\porteot01,2018-19,25,TOT,NBA,56,1683,43,15.9,0.39799999999999996,0.149,3.4,17.0,10.1,10.6,2.3,1.6,8.7,19.1,111,112,1.8,1.5,3.2,0.09300000000000001,0.8,0.1,0.9,1.2,0
Nikola Vučević\vucevni01,2017-18,27,ORL,NBA,57,1683,57,19.7,0.243,0.11199999999999999,6.6,27.8,17.1,19.9,1.6,3.0,11.0,25.9,105,106,1.3,2.3,3.6,0.102,1.7,1.0,2.7,2.0,0
Lauri Markkanen\markkla01,2018-19,21,CHI,NBA,52,1682,51,17.1,0.418,0.245,4.7,25.9,15.2,7.2,1.1,1.7,8.8,25.1,107,112,1.3,1.5,2.7,0.078,1.4,-1.5,-0.2,0.7,0
E'Twaun Moore\mooreet01,2012-13,23,ORL,NBA,75,1682,21,10.7,0.32899999999999996,0.099,3.2,8.0,5.6,19.1,1.6,1.1,14.4,19.7,95,111,-0.4,0.7,0.2,0.006,-1.6,-0.7,-2.3,-0.1,0
Shabazz Muhammad\muhamsh01,2015-16,23,MIN,NBA,82,1682,0,15.2,0.223,0.355,7.0,11.4,9.2,5.2,0.7,0.3,8.2,22.8,110,114,2.6,0.2,2.7,0.077,0.6,-3.1,-2.5,-0.2,0
Tim Hardaway\hardati02,2014-15,22,NYK,NBA,70,1681,30,12.1,0.494,0.218,0.8,10.2,5.4,13.5,0.6,0.7,9.5,23.8,101,114,0.8,0.0,0.8,0.023,0.2,-3.0,-2.8,-0.3,0
Justise Winslow\winslju01,2017-18,21,MIA,NBA,68,1680,25,11.5,0.264,0.213,4.3,20.5,12.4,13.0,1.6,1.7,12.6,16.3,101,105,0.2,2.4,2.6,0.075,-2.2,1.1,-1.1,0.4,0
Nikola Mirotić\mirotni01,2016-17,25,CHI,NBA,70,1679,15,14.5,0.603,0.205,3.9,20.9,12.3,6.9,1.6,2.6,10.5,19.8,107,105,1.2,2.5,3.8,0.107,0.2,0.5,0.7,1.1,0
Pascal Siakam\siakapa01,2017-18,23,TOR,NBA,81,1679,5,14.5,0.265,0.175,5.4,18.6,12.1,13.5,1.8,2.0,11.1,15.7,113,105,2.1,2.5,4.7,0.133,-0.3,1.6,1.3,1.4,0
Ryan Anderson\anderry01,2014-15,26,NOP,NBA,61,1675,5,15.6,0.49200000000000005,0.207,7.3,12.7,10.0,5.4,1.0,0.9,7.2,23.4,109,110,2.6,0.9,3.5,0.1,1.8,-2.1,-0.3,0.7,0
Wayne Ellington\ellinwa01,2014-15,27,LAL,NBA,65,1675,36,11.6,0.39399999999999996,0.10400000000000001,2.0,12.3,6.9,10.2,1.0,0.1,7.2,18.5,103,114,1.1,0.1,1.2,0.034,-0.5,-1.8,-2.3,-0.1,0
Marvin Williams\willima02,2013-14,27,UTA,NBA,66,1674,50,14.0,0.445,0.139,5.5,17.9,11.5,7.7,1.7,1.5,8.7,16.7,110,110,1.9,1.0,2.9,0.084,0.3,-0.3,0.0,0.9,0
Hassan Whiteside\whiteha01,2018-19,29,MIA,NBA,72,1674,53,23.5,0.024,0.35700000000000004,16.3,35.6,25.9,5.6,1.3,7.3,11.0,22.6,112,99,2.3,4.0,6.3,0.18,1.1,1.2,2.3,1.8,0
Joe Ingles\inglejo01,2014-15,27,UTA,NBA,79,1673,32,9.6,0.5710000000000001,0.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,101,106,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3,0
Dwight Powell\poweldw01,2017-18,26,DAL,NBA,79,1672,25,18.8,0.195,0.43,8.7,21.3,14.7,8.5,2.0,1.7,10.3,15.5,129,107,4.6,2.1,6.6,0.191,0.6,1.0,1.6,1.5,0
Marco Belinelli\belinma01,2015-16,29,SAC,NBA,68,1672,7,9.4,0.46799999999999997,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,99,113,0.2,0.3,0.5,0.013999999999999999,-2.1,-1.7,-3.8,-0.8,0
Royce O'Neale\onealro01,2018-19,25,UTA,NBA,82,1671,16,9.0,0.513,0.122,1.5,16.7,9.2,10.0,1.5,1.1,16.2,11.0,108,106,0.7,2.5,3.3,0.094,-2.6,2.1,-0.5,0.6,0
JaVale McGee\mcgeeja01,2018-19,31,LAL,NBA,75,1671,62,21.8,0.019,0.237,12.3,22.5,17.5,4.8,1.3,7.3,13.2,20.2,117,104,3.0,2.9,5.9,0.171,0.3,1.2,1.4,1.4,0
Lavoy Allen\allenla01,2012-13,23,PHI,NBA,79,1669,37,11.5,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,103,106,0.9,1.6,2.5,0.07200000000000001,-3.0,-0.3,-3.3,-0.6,0
Corey Brewer\breweco01,2015-16,29,HOU,NBA,82,1669,12,9.9,0.406,0.254,2.8,10.4,6.6,10.0,2.5,0.9,11.3,17.8,98,109,0.1,1.2,1.2,0.035,-2.7,-0.3,-2.9,-0.4,0
J.J. Barea\bareajo01,2015-16,31,DAL,NBA,74,1667,16,15.4,0.366,0.135,1.7,8.3,5.0,31.5,0.8,0.1,13.0,23.8,106,111,2.1,0.7,2.8,0.08199999999999999,1.6,-1.6,0.0,0.9,0
Gerald Henderson\hendege02,2016-17,29,PHI,NBA,72,1667,41,10.8,0.313,0.298,2.2,10.0,6.1,10.5,1.2,0.7,9.0,17.9,106,112,1.0,1.0,2.0,0.059000000000000004,-2.2,-0.9,-3.1,-0.5,0
Kyrie Irving\irvinky01,2015-16,23,CLE,NBA,53,1667,53,19.9,0.298,0.217,3.0,7.6,5.3,26.6,1.7,0.9,11.4,29.5,109,106,3.2,1.7,5.0,0.14300000000000002,3.2,-0.8,2.3,1.8,0
Brian Roberts\roberbr01,2013-14,28,NOP,NBA,72,1667,42,13.4,0.306,0.22899999999999998,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20.0,108,114,2.0,0.2,2.2,0.063,-0.1,-1.6,-1.7,0.1,0
Ramon Sessions\sessira01,2015-16,29,WAS,NBA,82,1667,5,15.9,0.188,0.478,1.6,12.2,6.8,22.0,1.3,0.2,13.8,21.8,109,109,2.5,1.3,3.8,0.109,0.2,-0.5,-0.3,0.7,0
Marcus Smart\smartma01,2015-16,21,BOS,NBA,61,1667,10,11.3,0.456,0.314,4.8,11.6,8.1,15.8,2.7,0.8,11.7,17.4,101,103,0.5,2.4,2.9,0.083,-2.2,1.2,-1.0,0.4,0
Wesley Johnson\johnswe01,2015-16,28,LAC,NBA,80,1666,9,11.0,0.6,0.08900000000000001,2.5,13.6,8.1,4.4,2.7,2.6,9.2,16.0,98,102,0.0,2.7,2.6,0.076,-1.7,1.5,-0.2,0.8,0
Nikola Peković\pekovni01,2013-14,28,MIN,NBA,54,1663,54,20.7,0.0,0.355,13.1,17.6,15.3,5.2,0.9,1.1,9.4,22.9,117,108,4.3,1.5,5.9,0.16899999999999998,2.2,-1.6,0.6,1.1,0
Jodie Meeks\meeksjo01,2012-13,25,LAL,NBA,78,1663,10,11.4,0.645,0.18100000000000002,2.5,8.7,5.7,6.4,1.8,0.2,8.3,16.7,109,109,1.9,1.1,3.0,0.085,-0.7,-0.3,-1.0,0.4,0
Patty Mills\millspa02,2015-16,27,SAS,NBA,81,1662,3,14.6,0.523,0.095,1.9,8.7,5.4,20.1,1.8,0.3,10.7,19.7,109,102,2.2,2.6,4.8,0.139,0.8,0.7,1.5,1.5,0
Dwight Powell\poweldw01,2018-19,27,DAL,NBA,77,1662,22,20.4,0.261,0.523,9.1,17.3,13.2,10.7,1.3,2.6,10.1,17.2,135,110,5.6,1.9,7.5,0.215,2.0,0.9,2.9,2.1,0
Tyson Chandler\chandty01,2013-14,31,NYK,NBA,55,1662,55,16.4,0.003,0.48100000000000004,10.9,27.0,18.7,5.5,1.2,3.4,15.4,12.9,120,106,3.1,1.9,4.9,0.14300000000000002,0.3,-0.1,0.2,0.9,0
Glen Davis\davisgl01,2013-14,28,TOT,NBA,68,1662,44,13.1,0.019,0.231,7.4,16.4,11.9,7.8,1.8,1.4,10.4,19.9,99,106,0.2,1.8,2.0,0.057999999999999996,-2.2,-0.3,-2.5,-0.2,0
Wayne Ellington\ellinwa01,2012-13,25,TOT,NBA,78,1661,21,12.2,0.45399999999999996,0.142,1.7,10.3,5.8,10.1,1.4,0.1,9.2,16.8,111,109,2.1,1.1,3.2,0.09300000000000001,0.0,-0.5,-0.5,0.6,0
Evan Fournier\fournev01,2014-15,22,ORL,NBA,58,1661,32,12.4,0.391,0.256,1.9,8.7,5.2,11.5,1.2,0.1,11.4,19.7,105,111,1.5,0.6,2.1,0.059000000000000004,-0.5,-1.3,-1.8,0.1,0
Jarell Martin\martija01,2017-18,23,MEM,NBA,73,1661,36,10.5,0.198,0.23399999999999999,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,101,111,0.1,1.2,1.3,0.038,-3.3,-0.7,-4.0,-0.8,0
Dirk Nowitzki\nowitdi01,2012-13,34,DAL,NBA,53,1661,47,19.8,0.21600000000000003,0.265,2.5,21.5,12.2,13.5,1.2,1.7,7.9,24.2,111,106,3.3,1.8,5.0,0.145,3.0,0.1,3.1,2.2,0
Nenê Hilário\hilarne01,2012-13,30,WAS,NBA,61,1659,49,17.0,0.002,0.45299999999999996,6.7,20.6,13.6,19.0,1.7,1.8,16.3,23.4,103,101,1.3,2.7,4.0,0.11599999999999999,-0.4,1.7,1.3,1.3,0
Luis Scola\scolalu01,2014-15,34,IND,NBA,81,1659,16,16.8,0.031,0.35200000000000004,9.3,25.6,17.5,11.0,1.5,0.8,11.3,22.8,104,101,1.7,2.7,4.4,0.126,-0.5,0.2,-0.3,0.7,0
Evan Turner\turneev01,2016-17,28,POR,NBA,65,1658,12,11.4,0.214,0.187,2.4,14.2,8.3,18.4,1.6,1.2,14.3,18.5,100,111,0.0,1.2,1.2,0.035,-2.3,-0.1,-2.5,-0.2,0
Tyler Ulis\ulisty01,2017-18,22,PHO,NBA,71,1658,43,10.1,0.265,0.183,1.5,6.8,4.1,28.0,2.0,0.3,17.6,18.5,96,115,-0.7,0.5,-0.2,-0.006,-3.0,-1.4,-4.4,-1.0,0
Deron Williams\willide01,2016-17,32,TOT,NBA,64,1657,44,14.0,0.39,0.182,0.9,9.4,5.1,35.9,1.0,0.4,17.6,22.1,106,113,1.5,0.9,2.4,0.069,0.0,-1.8,-1.8,0.1,0
Mario Hezonja\hezonma01,2017-18,22,ORL,NBA,75,1657,30,13.7,0.433,0.17,2.7,16.1,9.3,10.0,2.4,1.5,11.5,19.9,103,108,0.5,1.8,2.3,0.066,-0.9,0.4,-0.5,0.6,0
Nikola Mirotić\mirotni01,2014-15,23,CHI,NBA,82,1654,3,17.9,0.502,0.455,4.3,21.8,13.3,9.7,1.7,2.4,10.6,22.8,111,101,3.0,2.7,5.7,0.165,1.4,1.0,2.3,1.8,0
Jamal Crawford\crawfja01,2017-18,37,MIN,NBA,80,1653,0,13.0,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,104,116,0.9,0.3,1.3,0.037000000000000005,0.1,-2.5,-2.3,-0.1,0
Michael Beasley\beaslmi01,2017-18,29,NYK,NBA,74,1653,30,17.8,0.107,0.19699999999999998,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,103,110,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,0
Dante Cunningham\cunnida01,2014-15,27,NOP,NBA,66,1652,27,8.9,0.028999999999999998,0.139,4.8,12.8,8.8,4.4,1.5,1.7,8.9,10.9,102,108,0.5,1.2,1.6,0.047,-2.8,0.4,-2.5,-0.2,0
Ramon Sessions\sessira01,2012-13,26,CHA,NBA,61,1652,0,17.7,0.158,0.513,1.8,10.1,5.9,25.5,1.5,0.3,11.2,25.7,109,114,2.9,0.0,2.9,0.084,1.6,-2.0,-0.4,0.7,0
Danny Green\greenda02,2013-14,26,SAS,NBA,68,1651,59,13.9,0.63,0.125,1.8,13.4,7.8,8.9,2.0,2.7,12.5,16.7,107,101,1.4,2.8,4.2,0.122,1.2,2.0,3.2,2.2,0
Kevin Love\loveke01,2017-18,29,CLE,NBA,59,1651,59,22.4,0.45299999999999996,0.365,7.0,29.8,18.6,9.8,1.3,1.2,9.6,25.1,120,109,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2,0
Michael Carter-Williams\cartemi01,2015-16,24,MIL,NBA,54,1649,37,13.9,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,96,107,-0.4,1.6,1.2,0.035,-1.4,0.6,-0.7,0.5,0
Dante Cunningham\cunnida01,2016-17,29,NOP,NBA,66,1649,35,10.2,0.504,0.075,3.6,14.2,8.9,3.2,1.2,1.4,7.0,10.7,114,109,1.4,1.6,3.0,0.08800000000000001,-1.9,0.3,-1.6,0.2,0
Tony Allen\allento01,2014-15,33,MEM,NBA,63,1648,41,14.6,0.064,0.27699999999999997,7.2,12.2,9.7,8.1,4.1,1.5,14.4,16.6,103,98,0.9,3.2,4.1,0.11900000000000001,-1.5,3.1,1.6,1.5,0
Jae Crowder\crowdja01,2014-15,24,TOT,NBA,82,1647,17,13.9,0.382,0.259,4.7,14.9,9.7,8.6,2.2,1.2,7.5,17.5,108,104,1.9,2.0,3.9,0.113,-0.2,0.7,0.5,1.0,0
Jerami Grant\grantje01,2017-18,23,OKC,NBA,81,1647,1,16.2,0.24100000000000002,0.526,5.6,16.3,10.7,5.1,0.9,4.2,8.8,16.0,122,108,3.5,1.9,5.4,0.156,0.0,0.3,0.3,1.0,0
Nikola Mirotić\mirotni01,2015-16,24,CHI,NBA,66,1646,38,15.6,0.568,0.297,3.8,19.1,11.6,9.4,1.8,2.0,12.9,21.1,107,104,1.8,2.2,3.9,0.115,1.0,0.4,1.5,1.5,0
David Nwaba\nwabada01,2017-18,25,CHI,NBA,70,1646,21,12.2,0.12300000000000001,0.48,5.6,16.0,10.6,9.4,1.7,1.6,13.1,15.6,107,110,1.1,1.4,2.4,0.071,-2.7,0.2,-2.5,-0.2,0
Tomáš Satoranský\satorto01,2017-18,26,WAS,NBA,73,1643,30,15.4,0.263,0.25,5.0,11.1,8.0,24.8,1.6,0.8,16.3,13.7,124,111,3.7,1.3,5.0,0.145,0.8,0.5,1.2,1.3,0
Isaiah Whitehead\whiteis01,2016-17,21,BRK,NBA,73,1643,26,7.6,0.293,0.222,2.1,9.7,5.9,17.7,1.2,1.7,20.3,18.2,91,113,-1.7,0.9,-0.8,-0.023,-4.3,-0.8,-5.1,-1.3,0
Bobby Portis\portibo01,2017-18,22,CHI,NBA,73,1643,4,19.7,0.275,0.192,10.0,23.0,16.2,13.2,1.5,1.3,10.5,26.0,108,110,2.0,1.5,3.5,0.10099999999999999,2.2,-1.3,0.8,1.2,0
Kent Bazemore\bazemke01,2018-19,29,ATL,NBA,67,1643,35,11.9,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22.0,98,112,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1,0
Dorian Finney-Smith\finnedo01,2016-17,23,DAL,NBA,81,1642,35,7.7,0.574,0.183,3.7,12.4,7.9,6.0,1.6,1.4,11.1,11.6,99,110,-0.1,1.5,1.4,0.040999999999999995,-3.3,0.6,-2.6,-0.3,0
Randy Foye\foyera01,2015-16,32,TOT,NBA,81,1642,8,7.6,0.519,0.154,1.6,8.8,5.2,14.1,1.2,1.4,14.3,15.9,95,111,-0.4,0.9,0.4,0.012,-2.7,-0.5,-3.3,-0.5,0
Steve Novak\novakst01,2012-13,29,NYK,NBA,81,1641,1,11.3,0.816,0.077,1.2,10.0,5.4,3.3,0.9,0.4,2.6,13.0,125,110,3.2,0.8,4.0,0.11599999999999999,1.0,-1.0,0.1,0.9,0
Jason Terry\terryja01,2014-15,37,HOU,NBA,77,1641,18,11.4,0.7240000000000001,0.10800000000000001,1.0,7.1,4.1,13.8,2.0,0.9,13.7,14.3,112,106,2.0,1.5,3.6,0.10400000000000001,-0.1,0.6,0.5,1.0,0
Enes Kanter\kanteen01,2018-19,26,TOT,NBA,67,1640,31,22.3,0.05,0.28800000000000003,16.4,26.1,21.1,12.1,0.9,1.3,13.3,23.1,118,111,3.9,1.6,5.4,0.159,2.5,-1.5,1.0,1.2,0
Gary Harris\harriga01,2018-19,24,DEN,NBA,57,1639,48,12.2,0.38,0.226,2.7,7.9,5.3,11.0,1.6,1.0,8.9,20.0,108,111,1.1,1.5,2.6,0.076,-1.2,-0.4,-1.6,0.2,0
Justin Holiday\holidju01,2016-17,27,NYK,NBA,82,1639,4,12.7,0.507,0.149,1.8,13.1,7.4,9.2,2.0,1.5,10.3,16.9,108,111,1.3,1.2,2.5,0.073,-0.5,0.2,-0.3,0.7,0
Robin Lopez\lopezro01,2014-15,26,POR,NBA,59,1638,59,16.2,0.002,0.29100000000000004,12.7,13.1,12.9,5.1,0.5,3.7,12.9,15.5,117,104,3.2,1.9,5.1,0.15,0.1,0.1,0.1,0.9,0
Antawn Jamison\jamisan01,2012-13,36,LAL,NBA,76,1636,6,15.3,0.405,0.237,7.5,16.6,12.2,5.0,0.9,1.0,7.7,18.7,114,108,3.0,1.3,4.3,0.126,1.0,-1.1,-0.1,0.8,0
Luis Scola\scolalu01,2015-16,35,TOR,NBA,76,1636,76,13.6,0.26899999999999996,0.14,6.0,19.0,12.6,6.8,1.5,1.4,9.7,19.5,105,105,1.4,1.9,3.3,0.098,-0.8,-0.3,-1.1,0.4,0
Dante Cunningham\cunnida01,2013-14,26,MIN,NBA,81,1635,7,12.6,0.01,0.132,7.3,14.9,11.0,7.7,1.9,2.7,7.2,15.1,104,105,0.9,2.0,2.9,0.085,-1.7,0.9,-0.8,0.5,0
Trevor Booker\booketr01,2015-16,28,UTA,NBA,79,1632,2,14.4,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,109,102,1.8,2.6,4.3,0.128,-1.0,1.0,0.0,0.8,0
Alonzo Gee\geeal01,2015-16,28,NOP,NBA,73,1632,38,8.4,0.235,0.259,3.9,13.0,8.3,6.2,1.9,0.7,16.2,9.2,108,110,1.0,0.9,1.9,0.055999999999999994,-3.2,0.6,-2.6,-0.2,0
Domantas Sabonis\sabondo01,2016-17,20,OKC,NBA,81,1632,66,6.9,0.331,0.139,3.1,16.4,9.8,7.2,1.2,1.6,14.0,15.4,93,108,-1.0,1.8,0.8,0.022000000000000002,-4.5,-0.1,-4.5,-1.0,0
Dāvis Bertāns\bertada01,2018-19,26,SAS,NBA,76,1632,12,13.0,0.746,0.132,1.6,16.0,8.8,8.2,1.0,1.7,8.2,14.1,122,112,2.6,1.5,4.0,0.11800000000000001,1.1,0.2,1.3,1.4,0
Ed Davis\davised01,2012-13,23,TOT,NBA,81,1631,28,17.8,0.0,0.34600000000000003,10.9,22.8,16.7,6.7,1.2,4.2,10.2,17.6,114,102,2.9,2.4,5.4,0.159,-0.2,0.4,0.2,0.9,0
Stephen Curry\curryst01,2017-18,29,GSW,NBA,51,1631,51,28.2,0.58,0.35,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,125,108,7.2,1.9,9.1,0.267,7.8,0.0,7.7,4.0,1
Markieff Morris\morrima02,2015-16,26,TOT,NBA,64,1629,45,12.2,0.21600000000000003,0.205,4.8,19.3,11.9,12.7,1.7,1.7,14.7,24.2,93,106,-1.2,1.7,0.5,0.015,-2.3,-0.1,-2.4,-0.2,0
Steve Nash\nashst01,2012-13,38,LAL,NBA,50,1627,50,16.0,0.27399999999999997,0.244,1.8,7.7,4.8,32.8,0.9,0.2,19.3,17.8,117,111,3.7,0.6,4.3,0.127,1.8,-1.4,0.4,1.0,0
Pau Gasol\gasolpa01,2016-17,36,SAS,NBA,64,1627,39,20.2,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,116,102,3.3,3.1,6.4,0.19,2.6,1.5,4.0,2.5,0
Caron Butler\butleca01,2014-15,34,DET,NBA,78,1623,21,9.3,0.5529999999999999,0.154,1.4,12.2,6.6,7.3,1.4,0.2,10.4,12.9,108,109,1.3,1.0,2.4,0.07,-1.9,0.1,-1.7,0.1,0
Andre Iguodala\iguodan01,2017-18,34,GSW,NBA,64,1622,7,11.2,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,113,109,1.6,1.6,3.2,0.094,-1.1,0.8,-0.3,0.7,0
Troy Daniels\danietr01,2017-18,26,PHO,NBA,79,1622,15,9.8,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,109,117,1.4,0.0,1.4,0.042,-0.5,-2.1,-2.6,-0.3,0
Dennis Schröder\schrode01,2015-16,22,ATL,NBA,80,1621,6,15.5,0.306,0.233,1.7,11.8,6.9,36.1,2.1,0.4,17.5,28.8,97,103,-0.2,2.3,2.2,0.064,-0.3,-0.4,-0.8,0.5,0
Tony Allen\allento01,2015-16,34,MEM,NBA,64,1620,57,12.9,0.09,0.294,7.0,14.1,10.4,6.9,3.5,1.0,12.8,16.8,101,105,0.5,1.9,2.4,0.07200000000000001,-2.2,1.2,-1.0,0.4,0
Andray Blatche\blatcan01,2013-14,27,BRK,NBA,73,1618,7,18.8,0.08,0.32799999999999996,8.9,19.9,14.4,12.8,2.4,2.0,12.5,25.6,104,105,1.6,2.1,3.7,0.109,0.1,-0.1,0.0,0.8,0
Tyson Chandler\chandty01,2015-16,33,PHO,NBA,66,1618,60,14.7,0.003,0.545,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,114,107,2.1,1.6,3.8,0.11199999999999999,-0.8,-0.2,-1.1,0.4,0
Rodney Hood\hoodro01,2017-18,25,TOT,NBA,60,1616,23,14.3,0.44299999999999995,0.172,1.6,9.9,5.8,9.7,1.4,0.6,8.0,24.3,106,110,1.2,1.5,2.7,0.081,0.8,-0.9,-0.1,0.8,0
